,Prediction,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
766,0,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,3,3,1,0,2,2,2,3,0,0,2,3,1,3,0,2,2,0,2,0,3,2,3,3,1,3,3,1,3,3,3,2,3,1,1,3
767,1,3,3,1,0,2,1,2,2,1,1,3,1,0,2,1,1,3,2,1,1,3,2,3,1,3,1,1,1,0,2,2,3,1,3,1,3,2,3,1,1,3,3,1,1,0,1,1,0,3,2,2,1,1,1,3,2,3,2,2,0
768,1,2,2,0,1,1,3,2,1,3,1,3,2,1,2,3,2,2,1,3,1,2,1,1,1,3,2,2,1,0,2,3,2,2,2,2,1,0,2,2,3,2,2,0,2,1,3,2,2,2,3,2,2,2,2,2,1,3,1,3,0
769,1,2,1,2,2,3,3,2,0,3,3,2,0,1,0,2,3,3,3,1,3,1,1,3,3,1,1,1,1,0,2,0,1,3,2,2,1,1,0,0,3,1,0,1,0,2,2,1,0,2,2,0,0,2,0,3,2,0,0,2,2
770,1,1,1,3,2,0,0,1,1,0,1,1,3,3,1,0,0,1,3,3,2,3,3,1,1,0,1,0,1,0,2,2,0,3,2,1,1,0,2,2,1,1,0,0,2,2,3,2,2,0,2,1,0,0,1,1,2,2,3,2,2
771,1,2,1,2,1,0,1,0,1,1,1,3,1,1,1,2,1,3,1,3,3,3,1,2,2,1,3,2,1,0,2,2,0,1,2,1,3,2,0,3,2,2,0,1,2,0,2,0,1,1,0,3,2,0,0,2,2,0,2,3,3
772,1,1,0,0,1,1,1,3,1,0,3,2,0,1,1,0,1,1,0,2,1,3,1,3,1,1,1,1,1,0,2,3,1,3,2,1,3,1,1,0,2,2,2,0,1,3,3,1,0,1,2,1,1,1,0,1,1,2,3,2,0
773,1,2,2,1,1,3,1,0,1,0,1,0,2,1,1,1,3,1,1,2,2,3,2,3,0,1,1,0,1,0,2,0,3,3,1,1,0,0,1,1,1,2,0,2,0,2,2,2,2,3,2,0,2,1,2,1,1,3,0,1,1
774,1,2,2,1,1,3,2,2,2,1,3,2,0,1,1,1,1,0,1,2,3,1,3,2,2,1,1,0,1,0,2,2,1,1,1,2,1,2,3,2,1,3,2,1,1,1,1,2,2,0,0,2,3,1,3,0,3,2,1,2,3
775,1,1,1,1,0,1,1,1,3,1,0,1,3,1,3,3,3,2,1,3,3,2,3,1,1,3,2,2,1,0,2,2,0,3,2,3,3,1,1,3,2,3,1,1,3,3,1,1,1,1,0,1,1,0,1,1,0,0,2,0,1
776,1,2,3,3,1,3,2,0,0,2,2,2,3,0,2,2,2,1,0,2,2,2,2,1,0,2,1,0,1,0,2,1,3,1,1,3,0,0,2,1,1,0,1,3,2,1,1,3,2,1,3,2,2,3,2,0,1,1,1,3,2
777,1,0,1,1,1,1,3,3,1,0,1,2,3,1,3,3,3,2,1,3,3,2,3,1,1,3,2,2,1,0,2,2,0,3,2,3,3,1,1,3,2,3,1,1,3,3,1,1,1,1,0,1,1,0,1,1,0,0,2,0,1
778,1,1,3,2,0,0,2,2,0,0,1,2,2,2,3,0,2,2,2,1,1,0,2,2,2,1,0,2,1,0,2,1,3,1,1,3,2,0,2,2,1,0,1,3,2,1,1,3,2,1,3,2,2,3,2,0,1,1,1,3,2
779,1,1,3,2,3,1,0,0,0,1,3,2,1,3,1,3,3,2,3,3,1,0,0,3,1,3,1,0,1,0,2,2,1,3,1,1,3,2,2,3,3,2,3,1,3,0,1,1,1,0,3,2,2,0,1,1,1,0,2,0,2
780,1,1,0,3,1,3,3,3,2,3,3,2,3,1,3,1,3,3,3,1,1,0,3,1,3,1,0,0,1,0,2,1,3,1,1,3,2,2,2,0,0,0,3,2,3,2,1,3,2,2,3,2,0,1,1,2,3,3,3,3,2
781,1,1,3,2,3,1,0,0,0,1,3,2,1,3,1,3,3,2,3,3,1,0,0,3,1,3,1,0,1,0,2,2,1,3,1,1,3,2,2,3,3,2,3,1,3,0,1,1,1,0,3,2,2,0,1,1,1,0,2,0,2
782,1,1,0,3,1,3,3,3,2,3,3,2,3,1,3,1,3,3,3,3,1,0,3,1,3,1,0,0,1,0,2,1,3,1,1,3,2,2,2,0,0,0,3,2,3,2,1,3,2,2,3,2,0,1,1,2,3,3,3,3,2
783,1,2,2,2,1,1,3,2,2,1,1,1,1,1,1,1,0,3,1,3,1,3,2,3,1,3,3,2,1,0,2,2,0,1,0,0,3,2,1,1,2,3,1,3,3,1,3,2,3,1,3,1,2,3,2,2,2,2,1,0,3
784,1,1,3,2,2,3,2,0,3,2,1,1,1,0,1,1,3,3,1,1,1,1,3,1,3,1,3,1,1,0,2,2,1,0,0,0,3,2,2,2,0,2,0,2,0,1,1,1,3,3,3,2,0,0,2,3,1,0,0,2,2
785,1,1,0,3,2,1,1,3,3,2,0,0,3,3,3,1,3,3,3,3,1,3,2,1,0,1,2,0,1,0,2,2,3,1,3,2,1,1,0,2,1,3,3,0,1,0,3,3,3,0,1,1,1,0,0,0,1,3,2,3,1
786,1,0,1,0,0,1,2,3,2,3,1,3,1,3,2,1,3,3,1,3,1,3,1,1,1,1,3,1,1,0,2,2,1,1,2,3,2,1,0,3,0,0,2,2,1,3,2,3,2,1,3,2,0,1,1,0,3,1,2,0,1
787,1,1,1,1,1,0,3,1,0,1,1,0,2,1,3,1,1,1,1,1,1,3,3,1,3,1,1,1,1,0,2,0,3,1,0,1,3,2,2,1,0,0,2,3,2,2,3,3,3,3,0,3,0,3,1,2,1,0,3,1,2
788,1,2,3,3,3,3,3,1,3,3,1,1,2,1,1,3,3,1,3,2,2,3,3,2,0,1,3,3,3,0,2,1,1,0,2,0,0,1,1,0,2,3,2,1,3,3,1,3,0,3,0,0,1,3,1,1,0,2,3,3,0
789,1,3,1,3,1,0,1,1,1,0,2,0,2,2,1,3,1,3,3,3,3,3,1,3,1,3,3,1,1,0,2,0,2,2,2,0,2,2,1,1,2,0,2,0,0,1,0,3,2,3,3,2,1,3,1,0,1,1,3,2,1
790,1,1,1,1,1,0,2,3,1,0,2,3,1,3,1,1,3,3,2,1,3,1,1,1,1,1,3,2,1,0,2,1,3,2,0,1,0,0,2,1,1,0,2,0,2,0,1,2,0,1,1,0,0,2,2,0,2,1,0,0,1
791,1,1,1,1,3,1,0,1,1,1,1,0,0,3,3,1,1,1,1,2,1,3,2,1,1,3,3,1,3,0,2,2,0,3,0,0,2,3,2,3,2,0,2,1,1,0,1,3,2,2,0,2,0,0,2,1,0,2,1,0,1
792,1,2,2,1,3,1,0,1,0,2,1,2,1,2,1,1,1,2,2,1,3,0,3,3,1,3,1,2,1,0,2,1,3,1,0,1,1,0,3,2,2,0,3,2,0,3,2,0,3,0,3,1,2,1,1,2,1,2,1,3,1
793,1,2,1,3,1,0,2,2,2,1,3,3,1,3,3,2,3,1,1,3,3,3,1,1,3,3,1,1,1,0,2,2,2,1,2,3,2,0,3,2,2,3,2,2,2,1,0,3,2,2,2,3,1,0,2,0,0,2,2,0,3
794,1,0,2,3,2,3,2,0,1,0,3,2,2,3,2,1,0,3,1,3,1,3,2,1,1,3,3,0,1,0,2,0,3,1,0,3,2,3,3,3,2,0,2,0,1,1,3,3,1,0,0,1,0,1,1,1,1,0,2,1,1
795,1,0,2,1,3,0,0,2,3,1,1,3,2,1,1,1,3,1,0,3,3,3,1,1,1,3,1,3,1,0,2,2,1,0,3,2,2,0,2,3,1,1,3,2,3,2,2,1,0,3,1,1,0,1,2,0,0,0,1,3,0
796,1,3,1,1,3,1,0,1,3,2,1,1,3,2,3,1,1,1,1,3,3,1,1,1,3,1,1,3,1,0,2,0,3,1,0,3,3,2,1,3,1,1,3,1,1,3,2,0,2,1,2,1,0,0,2,3,0,1,3,1,1
797,1,2,2,1,3,1,0,1,0,2,1,2,1,2,1,1,1,2,2,1,3,0,3,3,1,3,1,2,1,0,2,1,3,1,0,1,1,0,3,2,2,0,3,2,0,3,2,0,3,0,3,1,2,1,1,2,1,2,1,3,1
798,1,2,1,3,1,0,2,2,2,1,3,3,1,3,3,2,3,1,1,3,3,3,1,1,3,3,1,1,1,0,2,2,2,1,2,3,2,0,3,2,2,3,2,2,2,1,0,3,2,2,2,3,1,0,2,0,0,2,2,0,3
799,1,0,2,3,2,3,2,0,1,0,3,2,2,3,2,1,0,3,1,3,1,3,2,1,1,3,3,0,1,0,2,0,3,1,0,3,2,3,3,3,2,0,2,0,1,1,3,3,1,0,0,1,0,1,1,1,1,0,2,1,1
800,1,0,2,1,3,0,0,2,3,1,1,3,2,1,1,1,3,1,0,3,3,3,1,1,1,3,1,3,1,0,2,2,1,0,3,2,2,0,2,3,1,1,3,2,3,2,2,1,0,3,1,1,0,1,2,0,0,0,1,3,0
801,1,3,1,1,3,1,0,1,3,2,1,1,3,2,3,1,1,1,1,3,3,1,1,1,3,1,1,3,1,0,2,0,3,1,0,3,3,2,1,3,1,1,3,1,1,3,2,0,2,1,2,1,0,0,2,3,0,1,3,1,1
802,1,2,1,1,1,2,1,1,3,2,0,2,3,1,1,0,3,1,1,3,3,3,3,1,1,2,2,2,1,0,2,2,3,1,2,1,0,0,3,2,2,0,0,2,0,0,2,0,2,0,3,1,2,1,1,2,1,2,1,3,2
803,1,1,1,2,2,1,2,0,2,2,1,3,2,0,1,2,2,0,3,1,2,3,1,1,1,1,3,2,1,0,2,2,2,1,2,3,1,0,3,2,2,3,2,2,2,1,0,3,2,2,2,1,1,0,2,0,0,2,2,0,1
804,1,1,3,2,0,1,3,0,0,2,1,1,2,1,1,1,1,3,3,2,3,1,1,1,3,3,1,3,1,0,2,0,3,3,0,3,2,3,3,3,2,0,2,0,1,1,3,3,1,0,0,1,0,1,1,1,1,2,2,1,1
805,1,2,1,0,3,1,0,1,3,0,0,2,2,2,0,2,2,2,1,3,1,3,2,3,1,1,1,1,3,0,2,2,3,0,3,2,2,0,0,3,1,3,3,2,1,2,2,1,0,3,1,1,0,1,2,0,2,0,1,1,0
806,1,0,2,1,3,2,0,0,2,1,1,2,3,2,1,1,3,2,2,1,3,2,3,1,3,3,3,2,1,0,2,0,3,1,0,3,1,2,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,2,3,0,1,3,1,0
807,1,3,1,3,1,3,1,3,1,3,1,3,3,1,1,1,1,1,3,2,1,1,1,1,1,3,3,2,1,0,2,2,3,0,2,0,0,1,3,2,1,0,3,2,3,1,1,0,1,1,3,0,2,0,1,2,2,0,3,1,1
808,1,3,3,2,2,3,1,1,0,1,1,0,1,3,1,0,1,3,2,3,3,3,3,2,3,3,3,1,1,0,2,2,0,2,2,0,2,0,2,2,2,0,3,1,2,1,1,1,3,1,1,1,0,2,1,3,0,0,1,0,1
809,1,3,3,2,3,3,1,1,1,0,0,1,1,1,1,3,3,3,1,3,3,1,1,1,3,3,1,1,1,0,2,2,2,2,1,3,2,1,1,2,2,2,0,2,2,1,3,0,3,1,0,0,0,0,2,2,0,3,1,2,1
810,1,0,2,2,1,1,1,0,3,1,1,1,3,0,1,3,1,1,3,1,3,1,1,3,1,0,1,0,1,0,2,0,2,2,2,2,0,1,1,3,1,0,1,1,1,1,0,2,0,1,2,0,2,2,3,2,2,3,2,2,1
811,1,2,0,1,0,2,0,2,1,1,3,2,2,2,3,2,2,2,1,0,3,1,3,2,1,1,1,0,1,0,2,0,1,3,2,2,3,1,1,1,1,1,0,0,2,2,3,2,2,3,2,2,0,2,1,3,2,3,2,3,0
812,1,2,1,0,1,1,1,0,3,2,0,1,1,3,2,2,1,3,1,3,1,1,1,1,1,3,3,1,1,0,2,2,0,2,2,1,3,2,3,2,0,0,2,0,2,1,2,2,1,0,3,3,1,0,1,1,2,3,0,1,3
813,1,1,0,3,0,1,3,3,2,2,1,3,1,3,0,3,3,1,3,2,1,3,3,1,3,1,3,0,1,0,2,2,1,3,2,3,2,2,0,1,0,3,0,1,3,1,0,0,2,0,1,0,2,0,2,1,2,2,1,3,2
814,1,3,1,1,1,3,2,1,1,0,2,1,1,0,1,0,1,0,1,1,3,2,1,3,1,3,3,1,1,0,2,0,3,1,3,2,1,1,1,1,3,2,2,3,1,1,0,2,1,3,0,1,1,3,1,0,1,3,2,2,3
815,1,2,1,3,2,0,3,3,1,3,1,3,1,1,3,1,1,3,1,1,1,3,1,3,3,1,3,2,1,0,2,2,1,3,1,0,0,0,0,0,3,2,0,1,1,0,2,2,1,3,0,0,1,3,0,1,3,1,2,1,3
816,1,1,1,0,3,2,3,3,2,3,1,3,2,1,1,0,3,3,1,3,2,2,1,1,3,3,3,1,1,0,2,0,0,1,0,3,1,0,0,3,2,1,2,2,1,1,0,0,0,3,1,3,0,2,3,3,3,1,1,3,1
817,1,0,3,1,3,3,3,3,3,2,1,3,3,1,3,1,3,2,0,0,1,1,0,0,1,2,0,2,1,0,2,2,2,1,0,2,0,0,1,1,3,1,3,2,0,0,2,0,1,2,1,1,0,1,3,1,1,3,1,1,0
818,1,1,0,3,0,1,3,3,2,2,1,3,1,3,0,3,3,1,3,2,1,3,3,1,3,1,3,0,1,0,2,2,1,3,2,3,2,2,0,1,0,3,0,1,3,1,0,0,2,0,1,0,2,0,2,1,2,2,1,3,2
819,1,0,1,2,3,3,3,1,0,3,2,0,0,2,3,3,3,0,3,3,3,3,2,1,1,3,3,1,1,0,2,1,3,3,1,1,0,3,0,3,3,2,2,0,3,3,1,3,3,0,1,1,0,0,3,2,3,0,1,3,2
820,1,1,3,3,0,0,2,2,0,3,3,1,0,1,0,1,2,3,0,3,3,3,3,3,2,3,3,3,1,0,2,2,2,1,3,0,1,1,0,3,0,3,3,3,3,3,3,2,1,1,1,0,2,3,3,3,2,3,3,1,0
821,1,1,3,3,3,1,3,1,1,0,0,0,1,0,3,0,0,0,0,3,0,3,3,3,1,3,3,0,3,0,2,1,3,0,1,1,3,2,1,1,3,3,3,1,3,2,2,0,0,2,0,0,1,3,3,3,2,1,1,0,3
822,1,3,0,0,0,3,1,3,3,1,3,0,2,1,3,1,3,0,3,3,3,3,0,3,3,3,1,0,1,0,2,0,3,3,1,0,3,3,3,0,3,2,0,2,0,3,0,2,1,0,0,2,0,0,2,2,1,0,3,1,1
823,1,3,3,1,0,3,2,0,1,0,3,3,3,3,2,3,3,3,1,1,3,1,3,0,1,0,3,1,3,0,2,2,1,0,2,1,0,0,1,0,2,3,3,0,1,0,0,0,0,2,0,0,3,3,0,0,2,0,2,0,0
824,1,0,3,3,0,0,3,3,3,1,3,0,0,3,3,3,1,3,3,3,3,3,3,3,3,1,1,1,3,0,2,0,0,1,3,2,3,3,0,1,3,0,0,0,1,3,2,0,2,3,1,0,2,0,0,2,3,3,3,0,1
825,1,0,0,0,0,1,3,3,0,3,0,1,3,3,3,0,3,3,3,3,1,1,1,3,2,3,3,2,1,0,2,2,0,0,0,0,0,0,3,1,0,3,2,3,1,1,3,0,1,0,3,0,3,2,3,3,1,3,1,0,0
826,1,0,1,3,3,2,0,0,0,3,0,3,3,3,3,3,1,3,1,1,0,1,0,3,0,3,3,3,1,0,2,3,3,3,3,2,3,3,1,0,3,2,0,0,3,0,3,3,1,0,0,2,0,0,2,0,1,0,3,1,1
827,1,0,0,3,2,3,0,3,0,3,2,3,0,0,3,0,0,3,3,1,3,3,1,0,3,3,3,3,1,0,2,2,0,0,2,0,0,2,0,0,3,3,0,1,0,2,0,0,0,3,0,1,0,3,1,1,0,2,2,0,2
828,1,1,0,2,2,0,1,3,3,0,2,3,3,0,0,0,0,0,0,3,2,1,3,3,1,3,3,3,1,0,2,2,3,3,3,1,3,1,2,3,3,2,1,3,3,0,1,0,1,0,0,0,2,0,0,0,2,1,1,1,1
829,1,1,3,3,0,1,3,3,3,3,3,3,3,3,1,3,1,0,3,3,1,3,1,1,3,0,0,1,1,0,2,2,1,3,2,0,1,0,3,3,0,3,3,0,3,1,2,2,0,1,0,1,3,3,0,3,2,3,0,3,1
830,1,3,1,3,3,2,3,0,3,3,3,3,2,3,3,3,3,2,3,3,3,3,0,0,0,3,1,0,1,0,2,2,3,3,3,1,3,1,0,3,3,0,0,1,1,3,3,2,3,2,0,0,2,1,0,0,0,0,2,1,1
831,1,3,0,3,1,3,2,0,3,3,0,3,2,3,3,3,0,3,3,1,3,3,0,0,3,3,3,3,1,0,2,2,2,0,1,0,0,0,0,0,1,3,2,0,3,3,3,1,0,0,0,0,0,1,3,1,2,3,2,1,3
832,1,2,3,0,3,3,3,0,0,3,0,3,0,3,3,3,3,3,2,1,3,1,0,3,0,3,3,2,1,0,2,2,2,2,0,0,2,0,2,0,0,2,0,1,0,0,0,0,1,2,0,2,3,1,3,3,3,1,0,3,3
833,1,0,3,1,1,1,3,1,1,1,1,0,0,1,1,3,2,3,2,1,1,1,3,3,2,3,1,3,3,0,1,0,2,0,2,1,0,1,3,2,0,1,0,1,2,2,1,3,1,1,1,2,2,2,0,1,1,3,1,2,2
834,1,3,2,0,2,1,1,1,3,2,1,3,1,1,1,1,3,3,3,3,1,3,1,3,1,1,1,2,1,0,2,0,2,0,0,2,1,3,2,0,0,2,0,0,0,0,1,1,0,0,2,0,3,1,0,3,1,3,3,3,2
835,1,1,2,2,2,2,3,3,3,0,3,2,0,0,3,2,2,2,3,2,2,2,1,2,3,3,3,2,1,0,2,2,3,2,2,2,1,1,3,2,2,1,3,1,0,2,2,2,0,0,2,2,2,1,0,1,1,1,0,2,3
836,1,0,3,2,2,1,1,1,1,3,3,1,1,3,1,1,3,3,3,2,1,3,2,3,2,1,1,1,1,0,2,2,0,2,0,1,0,2,3,2,3,3,2,2,0,1,0,3,2,1,3,1,1,2,2,2,0,3,2,1,1
837,1,2,2,2,3,1,1,1,3,2,3,2,0,1,0,3,2,2,3,2,1,1,1,2,1,1,3,2,1,0,2,0,3,3,2,2,0,1,0,2,1,1,1,0,1,0,1,3,2,1,3,2,1,3,2,3,0,3,2,3,2
838,1,1,0,1,2,2,1,1,1,0,3,1,3,1,1,1,1,0,1,0,2,2,3,1,0,0,1,2,1,3,2,0,2,2,2,1,3,1,1,2,3,2,2,0,1,0,2,3,2,3,1,3,3,1,3,1,1,1,0,2,2
839,1,0,0,1,0,0,3,1,1,3,3,3,3,3,3,3,3,1,3,3,1,1,1,3,3,2,1,1,1,0,2,0,1,0,0,2,0,2,3,2,0,2,2,3,3,2,1,3,1,0,3,1,2,2,3,3,3,0,0,0,2
840,1,3,0,1,3,0,1,0,3,3,3,3,3,1,3,0,1,0,3,1,1,3,3,3,2,3,3,3,1,0,2,2,2,3,2,3,3,2,0,3,3,2,1,1,3,3,3,2,1,3,1,0,2,3,0,3,1,3,3,1,0
841,1,0,2,1,0,0,1,3,2,0,0,0,1,1,3,2,1,3,3,3,1,3,3,1,1,0,3,3,3,0,2,1,0,3,0,1,1,1,3,3,3,3,3,2,2,0,2,0,1,0,0,0,3,3,0,3,2,1,0,1,0
842,1,0,0,2,3,2,0,1,3,2,3,3,3,3,3,1,3,3,3,3,3,1,0,0,0,0,3,3,3,0,2,0,3,0,1,3,3,0,3,0,3,2,0,0,0,3,3,2,1,1,0,2,0,0,2,0,1,0,3,1,1
843,1,3,0,0,3,3,3,3,1,0,3,1,0,0,0,3,3,0,3,3,1,1,3,3,3,3,3,2,3,0,2,1,3,1,2,0,3,2,0,0,1,3,3,1,2,2,2,0,3,2,0,0,2,2,2,0,0,2,2,1,3
844,1,3,0,1,1,0,3,3,3,3,2,0,3,3,2,2,1,2,0,3,3,3,3,1,3,3,3,3,3,0,2,2,2,1,0,2,3,0,2,1,3,1,2,1,1,3,2,0,2,1,1,0,2,0,2,0,3,3,3,1,1
845,1,2,3,3,2,0,0,1,0,0,3,3,3,1,1,0,1,1,0,0,1,3,3,0,1,3,3,0,3,0,2,2,1,2,2,0,1,1,3,3,2,1,1,0,0,2,3,0,3,0,3,1,3,2,3,2,0,0,0,0,3
846,1,1,0,0,0,2,3,1,3,0,3,3,3,3,0,3,3,3,3,1,0,3,1,3,3,0,0,3,3,0,2,2,3,3,3,3,3,2,3,0,3,2,0,0,3,0,3,2,1,0,0,2,0,0,2,2,1,0,3,1,1
847,1,3,0,1,3,0,3,3,0,0,1,0,1,0,0,3,3,1,3,3,3,3,0,3,2,3,3,3,1,0,2,3,3,1,2,0,3,2,0,0,3,3,3,0,0,0,1,1,3,1,3,3,2,3,2,2,0,0,2,0,2
848,1,3,2,1,3,2,0,0,0,0,1,0,1,0,3,2,0,1,3,3,1,3,3,3,3,3,3,3,1,0,2,2,1,3,0,3,3,0,2,3,3,1,2,3,3,0,1,0,1,1,0,0,2,0,0,0,2,3,0,1,1
849,1,3,2,0,0,3,3,3,1,3,2,1,3,1,3,1,1,3,2,1,1,3,2,3,3,1,3,3,3,0,2,1,3,0,3,1,1,2,3,2,2,3,1,1,3,2,0,0,1,1,0,2,3,3,0,3,2,3,2,3,2
850,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,0,3,3,1,0,0,0,1,3,1,0,2,3,2,1,0,1,3,3,2,3,3,2,0,2,1,3,1,2,3,2,0,0,0,1,0,1,0,0,2,1,1
851,1,3,1,1,3,0,0,1,0,3,1,3,2,3,1,0,3,2,3,1,3,3,3,2,3,2,3,3,1,0,2,2,2,3,0,0,0,0,0,0,1,3,3,2,3,3,2,1,3,2,1,0,0,2,3,1,0,0,2,1,3
852,1,0,0,2,0,1,3,3,0,3,0,3,3,3,2,3,1,1,3,3,3,3,2,3,3,3,3,3,1,0,2,1,1,3,0,1,1,0,3,2,0,2,0,0,3,0,0,2,0,2,0,0,0,2,0,0,0,0,3,2,0
853,1,0,0,2,0,1,3,3,0,3,0,3,3,3,2,3,1,1,3,3,3,3,2,3,3,3,3,3,1,0,2,1,1,3,0,1,1,0,3,2,0,2,0,0,3,0,0,2,0,2,0,0,0,2,0,0,0,0,3,2,0
854,1,3,2,0,1,1,3,2,0,3,1,3,3,3,2,1,3,1,3,1,1,1,1,1,3,2,2,1,1,0,2,3,3,2,0,2,2,0,2,2,0,2,0,0,1,1,1,2,2,0,1,3,3,1,3,2,2,0,0,1,1
855,1,0,2,1,0,0,2,1,1,3,1,0,1,0,1,0,1,3,3,1,3,2,1,3,1,1,3,3,1,0,2,2,2,0,3,2,2,2,2,2,3,2,3,1,3,0,1,2,2,3,2,0,1,0,2,1,3,2,1,1,0
856,1,2,0,2,0,0,2,0,2,1,3,1,0,2,0,2,3,2,3,1,3,1,3,2,3,1,1,1,1,0,2,0,1,0,3,0,1,0,2,3,2,3,0,2,0,1,0,0,2,1,0,3,2,3,2,1,1,0,2,0,1
857,1,0,3,1,2,1,0,3,0,3,1,1,3,2,0,1,1,3,1,3,0,3,1,0,1,1,1,3,1,0,2,2,0,0,0,2,3,1,0,2,3,2,2,2,0,2,3,2,2,3,0,0,1,1,0,1,1,0,1,0,1
858,1,0,0,2,3,1,1,0,1,1,3,2,1,1,1,1,0,3,1,1,3,1,3,2,3,3,1,1,1,0,2,2,3,2,0,3,1,1,3,0,2,2,3,2,2,0,2,2,1,1,2,0,0,0,2,3,0,1,0,3,2
859,1,2,1,3,2,0,2,2,1,1,3,2,2,1,3,1,3,1,3,1,1,1,3,1,1,1,1,2,1,0,2,2,2,3,2,1,1,1,2,2,3,0,1,2,3,2,3,2,2,0,0,1,1,2,1,0,1,3,2,0,2
860,1,1,1,0,2,3,1,0,1,1,0,1,0,2,2,0,1,1,1,1,3,3,2,3,1,1,1,0,1,0,2,2,3,1,3,1,3,3,3,2,0,2,1,1,3,2,2,0,2,0,1,0,3,2,0,0,0,3,0,1,2
861,1,1,0,2,1,0,3,1,3,1,1,1,1,1,1,3,1,3,2,2,1,1,3,3,1,1,3,2,1,0,2,2,3,2,2,3,1,2,1,0,3,1,2,0,1,1,0,3,2,2,3,1,0,3,1,0,3,2,0,0,0
862,1,2,1,3,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,3,1,3,1,3,1,3,2,1,0,2,2,2,1,3,2,2,1,1,1,1,3,2,2,1,0,0,2,2,1,1,1,2,2,2,0,1,0,2,2,0
863,1,1,3,3,1,1,3,0,1,3,2,0,0,0,1,3,2,0,0,1,1,1,3,1,1,0,0,1,1,0,2,2,2,0,2,1,1,1,1,2,0,2,3,0,3,1,2,2,1,0,2,1,0,2,3,1,0,2,1,0,2
864,1,3,2,0,1,1,3,2,0,3,1,3,1,3,0,1,3,1,3,1,1,1,1,1,3,2,2,1,1,0,2,1,3,2,0,2,2,0,2,2,0,2,0,0,1,1,1,2,2,1,1,3,3,1,3,2,2,0,0,1,1
865,1,1,1,1,0,2,2,0,1,3,1,0,1,0,1,0,3,3,3,1,3,2,1,3,1,1,3,3,1,0,2,2,2,3,3,2,2,2,2,2,3,2,1,1,1,0,1,2,2,3,2,0,1,0,2,1,1,0,1,1,0
866,1,0,0,2,3,0,2,0,2,1,3,1,0,2,2,2,3,2,3,1,3,1,1,2,3,3,1,2,1,0,2,0,1,0,3,0,1,0,0,3,2,3,2,2,0,1,0,2,0,1,0,2,2,3,2,1,1,0,2,0,1
867,1,2,3,1,0,1,1,2,0,3,1,1,3,2,0,1,1,3,1,3,2,3,1,0,1,1,1,3,1,0,2,2,0,0,0,2,3,1,0,2,3,0,2,2,0,2,3,2,2,3,2,0,1,1,0,1,1,0,1,0,1
868,1,1,0,0,0,1,1,0,1,1,3,2,1,1,1,1,0,3,1,1,0,3,3,2,3,1,1,3,1,0,2,2,3,2,0,3,1,1,3,3,2,2,1,2,2,0,2,2,1,1,2,1,0,0,2,3,0,1,0,3,2
869,1,2,3,2,2,2,1,3,2,0,0,2,1,1,3,2,2,1,3,1,3,2,3,1,1,1,3,2,1,0,2,2,2,3,2,1,1,3,2,2,3,0,3,2,3,2,3,2,2,0,0,1,1,2,1,0,1,3,2,0,2
870,1,1,1,0,0,3,1,0,1,1,0,1,1,0,0,2,1,3,1,1,3,3,2,3,1,1,1,0,1,0,2,2,1,1,3,1,3,3,3,2,0,2,1,1,1,2,2,0,2,0,1,0,1,2,0,0,0,3,0,3,2
871,1,0,0,2,1,0,3,1,0,1,1,1,1,1,1,3,1,3,2,2,1,1,3,3,1,1,3,2,1,0,2,2,1,2,2,1,1,2,1,0,3,1,2,0,1,1,0,3,2,2,3,1,0,3,1,0,3,2,0,2,2
872,1,3,1,0,0,1,3,0,1,0,2,2,2,0,1,1,1,2,1,0,3,1,3,1,1,1,3,0,1,0,2,2,2,3,3,2,2,1,1,1,1,1,0,2,1,0,0,2,2,1,3,1,0,2,2,0,1,0,2,1,0
873,1,3,2,1,1,1,3,2,0,0,2,3,2,1,0,1,3,1,0,1,1,1,3,1,1,3,0,1,1,0,2,2,2,0,2,1,1,1,1,2,0,3,3,0,1,1,0,2,1,0,2,1,0,2,2,1,2,2,1,2,2
874,1,0,2,2,1,3,2,0,1,1,3,2,0,3,1,3,1,3,0,1,3,1,3,1,1,1,1,1,3,2,2,1,1,0,2,1,3,2,0,2,2,0,2,2,0,2,0,0,1,1,1,2,2,1,1,3,3,1,3,2,2
875,1,3,2,0,1,1,3,2,0,3,1,3,3,3,2,1,3,1,3,1,1,1,1,1,3,2,2,1,1,0,2,3,3,2,0,2,2,0,2,2,0,2,0,0,1,1,1,2,2,0,1,3,3,1,3,2,2,0,0,1,1
876,1,1,1,1,0,0,2,1,1,3,1,0,1,0,1,0,3,3,3,1,3,2,3,3,1,1,3,3,1,0,2,2,2,0,3,2,2,2,2,2,3,2,3,1,3,0,1,2,2,3,2,0,1,0,2,1,3,2,1,1,0
